"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Koronavirus-tulos näytteestä","Epävarmuus-tekijät","Virtaama","Normalisoitu RNA-lukumäärä DNA-standardilla","Normalisoitu RNA-lukumäärä RNA-standardilla"
"2023-11-13","Pått","Vaasa","69500","havaittu, yli määritysrajan","","21207","","860324"
"2023-11-06","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","129250","","314323"
"2023-11-06","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","319145","","421867"
"2023-11-06","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","21199","","444943"
"2023-11-06","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","47519","","634525"
"2023-11-06","Koko maa","Koko maa","","","","","","394663"
"2023-11-06","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","20449","","198042"
"2023-11-06","Taskila","Oulu","200000","havaittu, yli määritysrajan","","48993","","479787"
"2023-11-06","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","17172","","422876"
"2023-11-06","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","127094","","306002"
"2023-11-06","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","126080","","330064"
"2023-11-06","Pått","Vaasa","69500","havaittu, yli määritysrajan","","25311","","427696"
"2023-10-30","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","91262","","309762"
"2023-10-30","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","171000","","172715"
"2023-10-30","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","19121","","315701"
"2023-10-30","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","38007","","876516"
"2023-10-30","Koko maa","Koko maa","","","","","","309017"
"2023-10-30","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","18250","","341049"
"2023-10-30","Taskila","Oulu","200000","havaittu, yli määritysrajan","","46532","","282702"
"2023-10-30","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","18455","","460424"
"2023-10-30","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","76270","","229340"
"2023-10-30","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","66887","","432459"
"2023-10-30","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15679","","330191"
"2023-10-23","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","105470","","291880"
"2023-10-23","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","290947","","175267"
"2023-10-23","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","21344","","156880"
"2023-10-23","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","40779","","206806"
"2023-10-23","Koko maa","Koko maa","","","","","","189030"
"2023-10-23","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","22804","","161887"
"2023-10-23","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","14352","","217335"
"2023-10-23","Taskila","Oulu","200000","havaittu, yli määritysrajan","","36190","","155221"
"2023-10-23","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","20040","","185720"
"2023-10-23","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","40779","","89191"
"2023-10-23","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","76833","","211450"
"2023-10-23","Pått","Vaasa","69500","havaittu, yli määritysrajan","","17744","","113860"
"2023-10-16","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","174480","","75237"
"2023-10-16","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","507344","","89754"
"2023-10-16","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","28250","","102760"
"2023-10-16","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","51583","","108792"
"2023-10-16","Koko maa","Koko maa","","","","","","108918"
"2023-10-16","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","26827","","136069"
"2023-10-16","Taskila","Oulu","200000","havaittu, yli määritysrajan","","79016","","165914"
"2023-10-16","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","a","105445","","139064"
"2023-10-16","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","130469","","128874"
"2023-10-16","Pått","Vaasa","69500","havaittu, yli määritysrajan","","26933","","171667"
"2023-10-09","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","186967","","46937"
"2023-10-09","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","445172","","46095"
"2023-10-09","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","24698","","35448"
"2023-10-09","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","50184","","104861"
"2023-10-09","Koko maa","Koko maa","","","","","","67084"
"2023-10-09","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","22332","","120963"
"2023-10-09","Taskila","Oulu","200000","havaittu, yli määritysrajan","","72921","","86795"
"2023-10-09","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","113881","","99376"
"2023-10-09","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","117847","","91821"
"2023-10-09","Pått","Vaasa","69500","havaittu, yli määritysrajan","","20525","","73709"
"2023-10-02","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","89940","","54936"
"2023-10-02","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","237578","","50240"
"2023-10-02","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","20040","","22027"
"2023-10-02","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","40966","","45505"
"2023-10-02","Koko maa","Koko maa","","","","","","46807"
"2023-10-02","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","20028","","29278"
"2023-10-02","Taskila","Oulu","200000","havaittu, yli määritysrajan","","55890","","32947"
"2023-10-02","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","80786","","44142"
"2023-10-02","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","63753","","53586"
"2023-10-02","Pått","Vaasa","69500","havaittu, yli määritysrajan","","20863","","37705"
"2023-09-25","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","93928","","67862"
"2023-09-25","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","264023","","43153"
"2023-09-25","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","19705","","25772"
"2023-09-25","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","40316","","52376"
"2023-09-25","Koko maa","Koko maa","","","","","","60812"
"2023-09-25","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","20725","","96068"
"2023-09-25","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13921","","21442"
"2023-09-25","Taskila","Oulu","200000","havaittu, yli määritysrajan","","54647","","66905"
"2023-09-25","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","26457","","156624"
"2023-09-25","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","77391","","84321"
"2023-09-25","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","76589","","80678"
"2023-09-25","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16692","","15154"
"2023-09-18","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","90450","","23622"
"2023-09-18","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","253127","","20816"
"2023-09-18","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","24350","","10438"
"2023-09-18","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","41273","","29363"
"2023-09-18","Koko maa","Koko maa","","","","","","20428"
"2023-09-18","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","18153","","31381"
"2023-09-18","Taskila","Oulu","200000","havaittu, yli määritysrajan","","52814","","22525"
"2023-09-18","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","86710","","15179"
"2023-09-18","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","62616","","16182"
"2023-09-18","Pått","Vaasa","69500","havaittu, yli määritysrajan","","19572","","5020"
"2023-09-11","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","94300","","58049"
"2023-09-11","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","232131","","62686"
"2023-09-11","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","16081","","25688"
"2023-09-11","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","36686","","28544"
"2023-09-11","Koko maa","Koko maa","","","","","","53987"
"2023-09-11","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13875","","40684"
"2023-09-11","Taskila","Oulu","200000","havaittu, yli määritysrajan","","51402","","58608"
"2023-09-11","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","79045","","34079"
"2023-09-11","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","a","64382","","64284"
"2023-09-11","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16015","","36963"
"2023-09-04","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","149349","","46922"
"2023-09-04","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","325098","","61475"
"2023-09-04","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15624","","26216"
"2023-09-04","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","40421","","49314"
"2023-09-04","Koko maa","Koko maa","","","","","","54549"
"2023-09-04","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13870","","48138"
"2023-09-04","Taskila","Oulu","200000","havaittu, yli määritysrajan","","60023","","64527"
"2023-09-04","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","97401","","26017"
"2023-09-04","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","95504","","71373"
"2023-09-04","Pått","Vaasa","69500","havaittu, yli määritysrajan","","22656","","52372"
"2023-08-28","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","108600","","41397"
"2023-08-28","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","334305","","26160"
"2023-08-28","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15197","","17778"
"2023-08-28","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","33261","","42942"
"2023-08-28","Koko maa","Koko maa","","","","","","40579"
"2023-08-28","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14469","","47424"
"2023-08-28","Taskila","Oulu","200000","havaittu, yli määritysrajan","","49512","","62608"
"2023-08-28","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","57887","","58921"
"2023-08-28","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","119052","","63727"
"2023-08-28","Pått","Vaasa","69500","havaittu, yli määritysrajan","","14034","","16293"
"2023-08-21","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","74930","","38177"
"2023-08-21","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","184597","","26476"
"2023-08-21","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15470","","14664"
"2023-08-21","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","34641","","25892"
"2023-08-21","Koko maa","Koko maa","","","","","","29690"
"2023-08-21","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13288","","20072"
"2023-08-21","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","11558","","10249"
"2023-08-21","Taskila","Oulu","200000","havaittu, yli määritysrajan","","40683","","34566"
"2023-08-21","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","14800","","146247"
"2023-08-21","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","62033","","18330"
"2023-08-21","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","53170","","19489"
"2023-08-21","Pått","Vaasa","69500","havaittu, yli määritysrajan","","13296","","34477"
"2023-08-14","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","75631","","43012"
"2023-08-14","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","184035","","36729"
"2023-08-14","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","17108","","22012"
"2023-08-14","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","37371","","47203"
"2023-08-14","Koko maa","Koko maa","","","","","","31738"
"2023-08-14","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14835","","19719"
"2023-08-14","Taskila","Oulu","200000","havaittu, yli määritysrajan","","41401","","29741"
"2023-08-14","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","65278","","18142"
"2023-08-14","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","60068","","16606"
"2023-08-14","Pått","Vaasa","69500","havaittu, yli määritysrajan","a","14538","","11897"
"2023-08-07","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","","83681","","25771"
"2023-08-07","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","186152","","21500"
"2023-08-07","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","a","18056","",""
"2023-08-07","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","a","45027","","33695"
"2023-08-07","Koko maa","Koko maa","","","","","","22225"
"2023-08-07","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","18997","","14626"
"2023-08-07","Taskila","Oulu","200000","havaittu, yli määritysrajan","","44338","","31275"
"2023-08-07","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","70957","","25616"
"2023-08-07","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","a","60771","","15274"
"2023-08-07","Pått","Vaasa","69500","havaittu, yli määritysrajan","a","16742","","20467"
"2023-07-31","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","a","70409","","25231"
"2023-07-31","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","182299","","22093"
"2023-07-31","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","a","19806","","3703"
"2023-07-31","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","60988","","20551"
"2023-07-31","Koko maa","Koko maa","","","","","","19848"
"2023-07-31","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","9869","","39768"
"2023-07-31","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","16308","","20076"
"2023-07-31","Taskila","Oulu","200000","havaittu, yli määritysrajan","","51911","","16987"
"2023-07-31","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","12659","","12360"
"2023-07-31","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","76127","","22900"
"2023-07-31","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","52047","","11011"
"2023-07-31","Pått","Vaasa","69500","havaittu, alle määritysrajan","a","13846","",""
"2023-07-03","Blominmäki","Espoo","390000","havaittu, yli määritysrajan","(b)","73576","","34325"
"2023-07-03","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","(b)","233527","","45517"
"2023-07-03","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","(b)","15181","","25256"
"2023-07-03","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","(b)","31248","","46163"
"2023-07-03","Koko maa","Koko maa","","","","","","43053"
"2023-07-03","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","(b)","17599","","33387"
"2023-07-03","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","(b)","86620","","48779"
"2023-07-03","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","(b)","55635","","50650"
