"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Sairaanhoitopiiri","Näytetyyppi","Koronavirustulos näytteestä","Epävarmuustekijät","Virtaama","Virtaamakorjattu RNA-lukumäärä"
"2022-03-21","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","386616","562809"
"2022-03-21","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","20207","415790"
"2022-03-21","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","38930","599421"
"2022-03-21","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","38127","483327"
"2022-03-21","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","22362","826521"
"2022-03-21","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","18639","481087"
"2022-03-21","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","36925","192950"
"2022-03-21","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","10010","269246"
"2022-03-21","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","35852","127348"
"2022-03-21","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12178","1309314"
"2022-03-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","21020","34566"
"2022-03-21","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","77439","680789"
"2022-03-21","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","121841","624321"
"2022-03-21","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","24926","271077"
"2022-03-14","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","104872","592021"
"2022-03-14","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","284301","543111"
"2022-03-14","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14386","715819"
"2022-03-14","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","15664","325896"
"2022-03-14","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","32927","634345"
"2022-03-14","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","20799","407928"
"2022-03-14","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16497","415995"
"2022-03-14","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15374","204352"
"2022-03-14","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","33781","391719"
"2022-03-14","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","27813","188527"
"2022-03-14","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","63129","671421"
"2022-03-14","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","84645","566111"
"2022-03-14","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","17217","415675"
"2022-03-07","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","108046","576464"
"2022-03-07","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","309920","285126"
"2022-03-07","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14594","461907"
"2022-03-07","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15347","463786"
"2022-03-07","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","31701","614934"
"2022-03-07","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","20520","330182"
"2022-03-07","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14483","427579"
"2022-03-07","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13648","645065"
"2022-03-07","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","39113","291574"
"2022-03-07","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","11719","818796"
"2022-03-07","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","63263","820486"
"2022-03-07","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","82803","618674"
"2022-03-07","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15678","401350"
"2022-02-28","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","127184","746808"
"2022-02-28","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","402824","577195"
"2022-02-28","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","17141","448245"
"2022-02-28","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15674","598006"
"2022-02-28","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","31783","940785"
"2022-02-28","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","21775","508966"
"2022-02-28","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16105","783476"
"2022-02-28","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12596","406835"
"2022-02-28","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","40789","233009"
"2022-02-28","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","26716","200647"
"2022-02-28","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","65630","748238"
"2022-02-28","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","117641","715375"
"2022-02-28","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15396","432136"
"2022-02-21","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","154841","507732"
"2022-02-21","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","476988","421868"
"2022-02-21","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14976","227608"
"2022-02-21","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15900","245507"
"2022-02-21","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","32821","854185"
"2022-02-21","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","24068","239468"
"2022-02-21","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16930","455944"
"2022-02-21","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13282","1015510"
"2022-02-21","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","41475","365463"
"2022-02-21","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","26591","198566"
"2022-02-21","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12256","1070981"
"2022-02-21","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","60267","591087"
"2022-02-21","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","97876","925290"
"2022-02-21","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15455","328340"
"2022-02-14","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","96975","597088"
"2022-02-14","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","303006","280284"
"2022-02-14","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12997","3155965"
"2022-02-14","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15441","257898"
"2022-02-14","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","30026","238961"
"2022-02-14","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","15653","82362"
"2022-02-14","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16043","811746"
"2022-02-14","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12903","249227"
"2022-02-14","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","38093","166556"
"2022-02-14","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","23741","311817"
"2022-02-14","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","61312","769254"
"2022-02-14","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","70829","686165"
"2022-02-14","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","17717","209672"
"2022-02-07","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","89520","319265"
"2022-02-07","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","278096","202059"
"2022-02-07","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","12913","201140"
"2022-02-07","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","14231","55199"
"2022-02-07","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","30377","610916"
"2022-02-07","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16592","159544"
"2022-02-07","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15937","489746"
"2022-02-07","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","13245","152881"
"2022-02-07","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","38183","196198"
"2022-02-07","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","8099","96665"
"2022-02-07","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","22161","169977"
"2022-02-07","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12276","422841"
"2022-02-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14192","1152986"
"2022-02-07","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","60832","514070"
"2022-02-07","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","94613","723572"
"2022-02-07","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","16927","77774"
"2022-01-31","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","90629","116291"
"2022-01-31","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","261654","137974"
"2022-01-31","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13336","35951"
"2022-01-31","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15607","23401"
"2022-01-31","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","31997","254813"
"2022-01-31","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","16281","5129"
"2022-01-31","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15477","72082"
"2022-01-31","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13337","7265"
"2022-01-31","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","37399","93324"
"2022-01-31","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","22521","32637"
"2022-01-31","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","61801","233024"
"2022-01-31","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","89933","141570"
"2022-01-31","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15578","22928"
"2022-01-24","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","91800","1095393"
"2022-01-24","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","260332","1488233"
"2022-01-24","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13404","563979"
"2022-01-24","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16292","199702"
"2022-01-24","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","31294","900737"
"2022-01-24","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","16210","154189"
"2022-01-24","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15573","312552"
"2022-01-24","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13327","182770"
"2022-01-24","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","41323","270945"
"2022-01-24","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","22471","124865"
"2022-01-24","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","9417","106213"
"2022-01-24","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","62877","818514"
"2022-01-24","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","72275","1136857"
"2022-01-24","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15848","397666"
"2022-01-17","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","94787","1056924"
"2022-01-17","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","282889","1234679"
"2022-01-17","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13677","472433"
"2022-01-17","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14751","198104"
"2022-01-17","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","33371","377550"
"2022-01-17","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","17434","67666"
"2022-01-17","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16423","411211"
"2022-01-17","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13338","286697"
"2022-01-17","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","39914","38389"
"2022-01-17","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","24729","100497"
"2022-01-17","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","62443","413435"
