"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Virtaama","Menetelmä","Epävarmuus-tekijät","Koronavirus-tulos näytteestä","Normalisoitu RNA-lukumäärä"
"2024-11-10","Pått","Vaasa","69500","17657","qPCR C","","Havaittiin","114148"
"2024-11-04","Aggregoitu","Aggregoitu","","","qPCR C","","","113755"
"2024-11-03","Viikinmäki","Helsinki","910000","341830","qPCR C","","Havaittiin","98176"
"2024-11-03","Kuhasalo","Joensuu","98000","14204","qPCR C","","Havaittiin","84260"
"2024-11-03","Lehtoniemi","Kuopio","95400","13404","qPCR C","","Havaittiin","148458"
"2024-11-03","Taskila","Oulu","200000","47234","qPCR C","","Havaittiin","132975"
"2024-11-03","Alakorkalo","Rovaniemi","55000","19072","qPCR C","","Havaittiin","254936"
"2024-11-03","Viinikanlahti","Tampere","200000","68504","qPCR C","","Havaittiin","143837"
"2024-11-03","Kakolanmäki","Turku","300000","106480","qPCR C","","Havaittiin","97669"
"2024-11-03","Pått","Vaasa","69500","19431","qPCR C","","Havaittiin","127541"
"2024-10-28","Aggregoitu","Aggregoitu","","","qPCR C","","","121833"
"2024-10-27","Viikinmäki","Helsinki","910000","261546","qPCR C","","Havaittiin","113968"
"2024-10-27","Kuhasalo","Joensuu","98000","14251","qPCR C","","Havaittiin","114532"
"2024-10-27","Lehtoniemi","Kuopio","95400","13134","qPCR C","","Havaittiin","116921"
"2024-10-27","Taskila","Oulu","200000","45880","qPCR C","","Havaittiin","120039"
"2024-10-27","Alakorkalo","Rovaniemi","55000","20226","qPCR C","","Havaittiin","211456"
"2024-10-27","Viinikanlahti","Tampere","200000","66202","qPCR C","","Havaittiin","172156"
"2024-10-27","Kakolanmäki","Turku","300000","78470","qPCR C","","Havaittiin","99413"
"2024-10-27","Pått","Vaasa","69500","23287","qPCR C","","Havaittiin","128059"
"2024-10-21","Aggregoitu","Aggregoitu","","","qPCR C","","","106996"
"2024-10-20","Viikinmäki","Helsinki","910000","233445","qPCR C","","Havaittiin","86662"
"2024-10-20","Kuhasalo","Joensuu","98000","14115","qPCR C","","Havaittiin","120113"
"2024-10-20","Lehtoniemi","Kuopio","95400","12912","qPCR C","","Havaittiin","108892"
"2024-10-20","Taskila","Oulu","200000","47616","qPCR C","","Havaittiin","122576"
"2024-10-20","Alakorkalo","Rovaniemi","55000","18716","qPCR C","","Havaittiin","245426"
"2024-10-20","Viinikanlahti","Tampere","200000","70129","qPCR C","","Havaittiin","150966"
"2024-10-20","Kakolanmäki","Turku","300000","68869","qPCR C","","Havaittiin","100792"
"2024-10-20","Pått","Vaasa","69500","17320","qPCR C","","Havaittiin","98018"
"2024-10-14","Aggregoitu","Aggregoitu","","","qPCR C","","","160548"
"2024-10-13","Viikinmäki","Helsinki","910000","296944","qPCR C","","Havaittiin","124458"
"2024-10-13","Kuhasalo","Joensuu","98000","13396","qPCR C","","Havaittiin","78067"
"2024-10-13","Lehtoniemi","Kuopio","95400","12421","qPCR C","","Havaittiin","116593"
"2024-10-13","Taskila","Oulu","200000","50378","qPCR C","","Havaittiin","233695"
"2024-10-13","Alakorkalo","Rovaniemi","55000","20532","qPCR C","","Havaittiin","250952"
"2024-10-13","Viinikanlahti","Tampere","200000","76834","qPCR C","","Havaittiin","139841"
"2024-10-13","Kakolanmäki","Turku","300000","94141","qPCR C","","Havaittiin","260432"
"2024-10-13","Pått","Vaasa","69500","19896","qPCR C","","Havaittiin","156120"
"2024-10-07","Aggregoitu","Aggregoitu","","","qPCR C","","","82938"
"2024-10-06","Viikinmäki","Helsinki","910000","213595","qPCR C","","Havaittiin","80630"
"2024-10-06","Kuhasalo","Joensuu","98000","15360","qPCR C","","Havaittiin","71836"
"2024-10-06","Lehtoniemi","Kuopio","95400","12975","qPCR C","","Havaittiin","81596"
"2024-10-06","Taskila","Oulu","200000","47005","qPCR C","","Havaittiin","102695"
"2024-10-06","Alakorkalo","Rovaniemi","55000","17231","qPCR C","","Havaittiin","177703"
"2024-10-06","Viinikanlahti","Tampere","200000","65588","qPCR C","","Havaittiin","76543"
"2024-10-06","Kakolanmäki","Turku","300000","61760","qPCR C","","Havaittiin","62621"
"2024-10-06","Pått","Vaasa","69500","15055","qPCR C","","Havaittiin","104916"
"2024-09-30","Aggregoitu","Aggregoitu","","","qPCR C","","","123503"
"2024-09-29","Viikinmäki","Helsinki","910000","297701","qPCR C","","Havaittiin","107311"
"2024-09-29","Kuhasalo","Joensuu","98000","14389","qPCR C","","Havaittiin","80276"
"2024-09-29","Lehtoniemi","Kuopio","95400","12412","qPCR C","","Havaittiin","173509"
"2024-09-29","Taskila","Oulu","200000","49476","qPCR C","","Havaittiin","158147"
"2024-09-29","Alakorkalo","Rovaniemi","55000","19611","qPCR C","","Havaittiin","236017"
"2024-09-29","Viinikanlahti","Tampere","200000","71326","qPCR C","","Havaittiin","94028"
"2024-09-29","Kakolanmäki","Turku","300000","77409","qPCR C","","Havaittiin","145052"
"2024-09-29","Pått","Vaasa","69500","15572","qPCR C","","Havaittiin","130889"
"2024-09-23","Aggregoitu","Aggregoitu","","","qPCR C","","","126207"
"2024-09-22","Viikinmäki","Helsinki","910000","210256","qPCR C","","Havaittiin","122637"
"2024-09-22","Kuhasalo","Joensuu","98000","13372","qPCR C","","Havaittiin","85277"
"2024-09-22","Lehtoniemi","Kuopio","95400","12338","qPCR C","","Havaittiin","73746"
"2024-09-22","Taskila","Oulu","200000","43396","qPCR C","","Havaittiin","138006"
"2024-09-22","Alakorkalo","Rovaniemi","55000","14624","qPCR C","","Havaittiin","321166"
"2024-09-22","Viinikanlahti","Tampere","200000","66160","qPCR C","","Havaittiin","142835"
"2024-09-22","Kakolanmäki","Turku","300000","60214","qPCR C","","Havaittiin","121457"
"2024-09-22","Pått","Vaasa","69500","15390","qPCR C","","Havaittiin","87103"
"2024-09-16","Aggregoitu","Aggregoitu","","","qPCR C","","","77097"
"2024-09-15","Viikinmäki","Helsinki","910000","273892","qPCR C","","Havaittiin","61702"
"2024-09-15","Kuhasalo","Joensuu","98000","14285","qPCR C","","Havaittiin","72242"
"2024-09-15","Lehtoniemi","Kuopio","95400","14436","qPCR C","","Havaittiin","65987"
"2024-09-15","Taskila","Oulu","200000","46063","qPCR C","","Havaittiin","58794"
"2024-09-15","Alakorkalo","Rovaniemi","55000","15691","qPCR C","","Havaittiin","256008"
"2024-09-15","Viinikanlahti","Tampere","200000","70264","qPCR C","","Havaittiin","83431"
"2024-09-15","Kakolanmäki","Turku","300000","78185","qPCR C","","Havaittiin","107845"
"2024-09-15","Pått","Vaasa","69500","14333","qPCR C","","Havaittiin","60893"
"2024-09-09","Aggregoitu","Aggregoitu","","","qPCR C","","","131414"
"2024-09-08","Viikinmäki","Helsinki","910000","208409","qPCR C","","Havaittiin","133379"
"2024-09-08","Kuhasalo","Joensuu","98000","13716","qPCR C","","Havaittiin","111414"
"2024-09-08","Lehtoniemi","Kuopio","95400","12375","qPCR C","","Havaittiin","78800"
"2024-09-08","Taskila","Oulu","200000","46382","qPCR C","","Havaittiin","84496"
"2024-09-08","Alakorkalo","Rovaniemi","55000","16663","qPCR C","","Havaittiin","277878"
"2024-09-08","Viinikanlahti","Tampere","200000","61788","qPCR C","","Havaittiin","176287"
"2024-09-08","Kakolanmäki","Turku","300000","63160","qPCR C","","Havaittiin","127890"
"2024-09-08","Pått","Vaasa","69500","15562","qPCR C","","Havaittiin","111296"
"2024-09-02","Aggregoitu","Aggregoitu","","","qPCR C","","","249248"
"2024-09-01","Viikinmäki","Helsinki","910000","234774","qPCR C","","Havaittiin","154996"
"2024-09-01","Kuhasalo","Joensuu","98000","14312","qPCR C","a","Havaittiin","129629"
"2024-09-01","Lehtoniemi","Kuopio","95400","12181","qPCR C","","Havaittiin","166375"
"2024-09-01","Taskila","Oulu","200000","48695","qPCR C","","Havaittiin","177899"
"2024-09-01","Alakorkalo","Rovaniemi","55000","18064","qPCR C","","Havaittiin","303979"
"2024-09-01","Viinikanlahti","Tampere","200000","76820","qPCR C","","Havaittiin","322329"
"2024-09-01","Kakolanmäki","Turku","300000","105976","qPCR C","","Havaittiin","602240"
"2024-09-01","Pått","Vaasa","69500","20173","qPCR C","","Havaittiin","193771"
"2024-08-26","Aggregoitu","Aggregoitu","","","qPCR C","","","145074"
"2024-08-25","Blominmäki","Espoo","390000","81087","qPCR C","","Havaittiin","206548"
"2024-08-25","Viikinmäki","Helsinki","910000","213579","qPCR C","","Havaittiin","155711"
"2024-08-25","Kuhasalo","Joensuu","98000","14502","qPCR C","","Havaittiin","121228"
"2024-08-25","Nenäinniemi","Jyväskylä","154600","31725","qPCR C","","Havaittiin","185252"
"2024-08-25","Lehtoniemi","Kuopio","95400","11927","qPCR C","","Havaittiin","93851"
"2024-08-25","Taskila","Oulu","200000","48215","qPCR C","","Havaittiin","80783"
"2024-08-25","Alakorkalo","Rovaniemi","55000","18900","qPCR C","","Havaittiin","194830"
"2024-08-25","Viinikanlahti","Tampere","200000","63126","qPCR C","","Havaittiin","203000"
"2024-08-25","Kakolanmäki","Turku","300000","56029","qPCR C","","Havaittiin","120633"
"2024-08-25","Pått","Vaasa","69500","17355","qPCR C","","Havaittiin","194187"
"2024-08-11","Viikinmäki","Helsinki","910000","229721","qPCR C","","Havaittiin","265509"
"2024-07-29","Aggregoitu","Aggregoitu","","","qPCR C","","","119772"
"2024-07-28","Blominmäki","Espoo","390000","70955","qPCR C","","Havaittiin","41072"
"2024-07-28","Viikinmäki","Helsinki","910000","194263","qPCR C","","Havaittiin","124437"
"2024-07-28","Kuhasalo","Joensuu","98000","13622","qPCR C","","Havaittiin","97171"
"2024-07-28","Nenäinniemi","Jyväskylä","154600","29583","qPCR C","","Havaittiin","156243"
"2024-07-28","Lehtoniemi","Kuopio","95400","13781","qPCR C","","Havaittiin","87156"
"2024-07-28","Taskila","Oulu","200000","46140","qPCR C","","Havaittiin","78735"
"2024-07-28","Alakorkalo","Rovaniemi","55000","18543","qPCR C","","Havaittiin","160620"
"2024-07-28","Viinikanlahti","Tampere","200000","62060","qPCR C","","Havaittiin","192571"
"2024-07-28","Kakolanmäki","Turku","300000","52461","qPCR C","","Havaittiin","101497"
"2024-07-28","Pått","Vaasa","69500","21824","qPCR C","","Havaittiin","90493"
"2024-07-01","Aggregoitu","Aggregoitu","","","qPCR C","","","94492"
"2024-06-30","Blominmäki","Espoo","390000","69325","qPCR C","","Havaittiin","72820"
"2024-06-30","Viikinmäki","Helsinki","910000","197644","qPCR C","","Havaittiin","102193"
"2024-06-30","Kuhasalo","Joensuu","98000","15039","qPCR C","","Havaittiin","34219"
"2024-06-30","Nenäinniemi","Jyväskylä","154600","28960","qPCR C","","Havaittiin","102769"
"2024-06-30","Lehtoniemi","Kuopio","95400","11943","qPCR C","","Havaittiin","78274"
"2024-06-30","Taskila","Oulu","200000","43534","qPCR C","","Havaittiin","48237"
"2024-06-30","Alakorkalo","Rovaniemi","55000","16942","qPCR C","","Havaittiin","200571"
"2024-06-30","Viinikanlahti","Tampere","200000","70129","qPCR C","","Havaittiin","110019"
"2024-06-30","Kakolanmäki","Turku","300000","56397","qPCR C","","Havaittiin","105342"
"2024-06-30","Pått","Vaasa","69500","12910","qPCR C","","Havaittiin","58567"
"2024-06-17","Aggregoitu","Aggregoitu","","","qPCR C","","","60954"
"2024-06-16","Blominmäki","Espoo","390000","76798","qPCR C","","Havaittiin","70288"
"2024-06-16","Viikinmäki","Helsinki","910000","209373","qPCR C","","Havaittiin","58563"
"2024-06-16","Kuhasalo","Joensuu","98000","16664","qPCR C","","Havaittiin","18608"
"2024-06-16","Nenäinniemi","Jyväskylä","154600","31949","qPCR C","","Havaittiin","107080"
"2024-06-16","Lehtoniemi","Kuopio","95400","12250","qPCR C","","Havaittiin","42280"
"2024-06-16","Taskila","Oulu","200000","48424","qPCR C","","Havaittiin","41108"
"2024-06-16","Alakorkalo","Rovaniemi","55000","19846","qPCR C","a","Havaittiin","142317"
"2024-06-16","Viinikanlahti","Tampere","200000","66210","qPCR C","","Havaittiin","107758"
"2024-06-16","Kakolanmäki","Turku","300000","61574","qPCR C","a","Havaittiin","54984"
"2024-06-16","Pått","Vaasa","69500","15233","qPCR C","","Havaittiin","61394"
"2024-06-02","Viikinmäki","Helsinki","910000","224657","qPCR C","","Havaittiin","43202"
"2024-05-20","Aggregoitu","Aggregoitu","","","qPCR C","","","18210"
"2024-05-19","Blominmäki","Espoo","390000","91905","qPCR C","","Havaittiin","14165"
"2024-05-19","Viikinmäki","Helsinki","910000","241925","qPCR C","","Havaittiin","11821"
"2024-05-19","Kuhasalo","Joensuu","98000","22394","qPCR C","","Havaittiin","33581"
"2024-05-19","Nenäinniemi","Jyväskylä","154600","37339","qPCR C","","Havaittiin","32535"
"2024-05-19","Lehtoniemi","Kuopio","95400","18734","qPCR C","","Havaittiin","23357"
"2024-05-19","Taskila","Oulu","200000","52577","qPCR C","","Havaittiin","17007"
"2024-05-19","Alakorkalo","Rovaniemi","55000","25755","qPCR C","","Havaittiin","32684"
"2024-05-19","Viinikanlahti","Tampere","200000","68164","qPCR C","","Havaittiin","22076"
"2024-05-19","Kakolanmäki","Turku","300000","64894","qPCR C","","Havaittiin","28673"
"2024-05-19","Pått","Vaasa","69500","16688","qPCR C","","Havaittiin","8847"
"2024-05-06","Aggregoitu","Aggregoitu","","","qPCR C","","","26036"
"2024-05-05","Blominmäki","Espoo","390000","110623","qPCR C","","Havaittiin","25394"
"2024-05-05","Viikinmäki","Helsinki","910000","273220","qPCR C","","Havaittiin","21953"
"2024-05-05","Kuhasalo","Joensuu","98000","28886","qPCR C","","Havaittiin","27215"
"2024-05-05","Nenäinniemi","Jyväskylä","154600","43816","qPCR C","","Havaittiin","30724"
"2024-05-05","Lehtoniemi","Kuopio","95400","24908","qPCR C","","Havaittiin","13298"
"2024-05-05","Taskila","Oulu","200000","75378","qPCR C","","Havaittiin","43890"
"2024-05-05","Alakorkalo","Rovaniemi","55000","35222","qPCR C","","Havaittiin","26256"
"2024-05-05","Viinikanlahti","Tampere","200000","77307","qPCR C","","Havaittiin","24866"
"2024-05-05","Kakolanmäki","Turku","300000","79719","qPCR C","","Havaittiin","34739"
"2024-05-05","Pått","Vaasa","69500","20140","qPCR C","","Havaittiin","9577"
"2024-04-22","Aggregoitu","Aggregoitu","","","qPCR C","","","21650"
"2024-04-21","Blominmäki","Espoo","390000","114011","qPCR C","","Havaittiin","28700"
"2024-04-21","Viikinmäki","Helsinki","910000","302028","qPCR C","","Havaittiin","22125"
"2024-04-21","Kuhasalo","Joensuu","98000","26636","qPCR C","","Havaittiin","10824"
"2024-04-21","Nenäinniemi","Jyväskylä","154600","46117","qPCR C","","Havaittiin","11842"
"2024-04-21","Lehtoniemi","Kuopio","95400","24596","qPCR C","","Havaittiin","10298"
"2024-04-21","Taskila","Oulu","200000","59116","qPCR C","","Havaittiin","61207"
"2024-04-21","Alakorkalo","Rovaniemi","55000","17073","qPCR C","","Havaittiin","24249"
"2024-04-21","Viinikanlahti","Tampere","200000","85819","qPCR C","","Havaittiin","22375"
"2024-04-21","Kakolanmäki","Turku","300000","93292","qPCR C","","Havaittiin","2222"
"2024-04-21","Pått","Vaasa","69500","20872","qPCR C","","Havaittiin","12165"
"2024-04-08","Aggregoitu","Aggregoitu","","","qPCR C","","","19315"
"2024-04-07","Blominmäki","Espoo","390000","152231","qPCR C","","Havaittiin","21693"
"2024-04-07","Viikinmäki","Helsinki","910000","416716","qPCR C","","Havaittiin","25668"
"2024-04-07","Kuhasalo","Joensuu","98000","26380","qPCR C","","Havaittiin","11945"
"2024-04-07","Nenäinniemi","Jyväskylä","154600","49321","qPCR C","","Havaittiin","13925"
"2024-04-07","Lehtoniemi","Kuopio","95400","20329","qPCR C","","Havaittiin","7940"
"2024-04-07","Taskila","Oulu","200000","47503","qPCR C","","Havaittiin","13979"
"2024-04-07","Alakorkalo","Rovaniemi","55000","13252","qPCR C","","Havaittiin","15195"
"2024-04-07","Viinikanlahti","Tampere","200000","92054","qPCR C","","Havaittiin","14645"
"2024-04-07","Kakolanmäki","Turku","300000","117273","qPCR C","","Havaittiin","17577"
"2024-04-07","Pått","Vaasa","69500","38667","qPCR C","","Havaittiin (alhainen määrä)",""
"2024-04-01","Aggregoitu","Aggregoitu","","","qPCR C","","","53207"
"2024-04-01","Blominmäki","Espoo","390000","150795","qPCR C","","Havaittiin","114078"
"2024-04-01","Viikinmäki","Helsinki","910000","362880","qPCR C","","Havaittiin","51554"
"2024-04-01","Kuhasalo","Joensuu","98000","25821","qPCR C","","Havaittiin","14990"
"2024-04-01","Nenäinniemi","Jyväskylä","154600","56870","qPCR C","","Havaittiin","30114"
"2024-04-01","Lehtoniemi","Kuopio","95400","20765","qPCR C","","Havaittiin","27686"
"2024-04-01","Taskila","Oulu","200000","49884","qPCR C","","Havaittiin","102832"
"2024-04-01","Alakorkalo","Rovaniemi","55000","12473","qPCR C","","Havaittiin","294719"
"2024-04-01","Viinikanlahti","Tampere","200000","104156","qPCR C","","Havaittiin","35763"
"2024-04-01","Kakolanmäki","Turku","300000","141673","qPCR C","","Havaittiin","23573"
"2024-04-01","Pått","Vaasa","69500","30156","qPCR C","","Havaittiin","7946"
"2024-03-25","Aggregoitu","Aggregoitu","","","qPCR C","","","25089"
"2024-03-24","Blominmäki","Espoo","390000","167441","qPCR C","","Havaittiin","106927"
"2024-03-24","Viikinmäki","Helsinki","910000","444141","qPCR C","","Havaittiin","36032"
"2024-03-24","Kuhasalo","Joensuu","98000","18931","qPCR C","","Havaittiin","18549"
"2024-03-24","Nenäinniemi","Jyväskylä","154600","40774","qPCR C","","Havaittiin","83691"
"2024-03-24","Lehtoniemi","Kuopio","95400","17533","qPCR C","","Havaittiin","15543"
"2024-03-24","Toikansuo","Lappeenranta","63000","20650","qPCR C","","Havaittiin","8701"
"2024-03-24","Taskila","Oulu","200000","44050","qPCR C","","Havaittiin","17074"
"2024-03-24","Alakorkalo","Rovaniemi","55000","13319","qPCR C","","Havaittiin","20217"
"2024-03-24","Viinikanlahti","Tampere","200000","94522","qPCR C","","Havaittiin","17446"
"2024-03-24","Kakolanmäki","Turku","300000","125261","qPCR C","","Havaittiin","12539"
"2024-03-24","Pått","Vaasa","69500","21009","qPCR C","","Havaittiin","7228"
"2024-03-18","Aggregoitu","Aggregoitu","","","qPCR C","","","11654"
"2024-03-17","Blominmäki","Espoo","390000","235234","qPCR C","","Havaittiin","33823"
"2024-03-17","Viikinmäki","Helsinki","910000","513283","qPCR C","","Havaittiin (alhainen määrä)",""
"2024-03-17","Kuhasalo","Joensuu","98000","22632","qPCR C","","Havaittiin","15586"
"2024-03-17","Nenäinniemi","Jyväskylä","154600","54578","qPCR C","","Havaittiin","15270"
"2024-03-17","Lehtoniemi","Kuopio","95400","21929","qPCR C","","Havaittiin","12164"
"2024-03-17","Taskila","Oulu","200000","41605","qPCR C","","Havaittiin","14965"
"2024-03-17","Alakorkalo","Rovaniemi","55000","15338","qPCR C","","Havaittiin","34179"
"2024-03-17","Viinikanlahti","Tampere","200000","124717","qPCR C","","Havaittiin","31716"
"2024-03-17","Kakolanmäki","Turku","300000","166185","qPCR C","","Havaittiin","21180"
"2024-03-17","Pått","Vaasa","69500","25358","qPCR C","","Havaittiin","9413"
"2024-03-11","Aggregoitu","Aggregoitu","","","qPCR C","","","17237"
"2024-03-11","Pått","Vaasa","69500","18682","qPCR C","","Havaittiin","6314"
"2024-03-10","Blominmäki","Espoo","390000","111198","qPCR C","","Havaittiin","24500"
"2024-03-10","Viikinmäki","Helsinki","910000","270534","qPCR C","","Havaittiin","21018"
"2024-03-10","Kuhasalo","Joensuu","98000","15790","qPCR C","","Havaittiin","14580"
"2024-03-10","Nenäinniemi","Jyväskylä","154600","33464","qPCR C","","Havaittiin","18953"
"2024-03-10","Lehtoniemi","Kuopio","95400","12837","qPCR C","","Havaittiin","21116"
"2024-03-10","Taskila","Oulu","200000","37898","qPCR C","","Havaittiin","23372"
"2024-03-10","Alakorkalo","Rovaniemi","55000","15648","qPCR C","","Havaittiin","54255"
"2024-03-10","Viinikanlahti","Tampere","200000","72070","qPCR C","","Havaittiin (alhainen määrä)",""
"2024-03-10","Kakolanmäki","Turku","300000","84002","qPCR C","","Havaittiin","7821"
